aer_ai_mean,aer_ai_valid_frac,co_mean,co_valid_frac,no2_mean,no2_valid_frac,period_start,city,precip_mm,no2_log,co_log,doy_sin,doy_cos,low_confidence,split
-0.0190285592154419,1,0.0533709268908091,1.0,4.048050295745144e-05,1.0,2021-03-23,Lagos,16.416945252005227,-10.114690108224025,-2.930489121524415,0.9871957872910085,0.15951325197263655,False,train
0.3225981782928903,1,0.055931188814296,1.0,4.4648483846341e-05,0.9965397923875432,2021-03-30,Lagos,14.127509514065128,-10.016690207627233,-2.883633114978574,0.9992088560679753,0.03977011384605572,False,train
-0.8915218258409981,1,0.0525591795178369,1.0,3.490350644524044e-05,1.0,2021-04-06,Lagos,8.650291246282741,-10.262923262592459,-2.945815515318856,0.9967506498213929,-0.08054900421874167,False,train
-0.9652136021332792,1,0.0500037118990606,1.0,3.7372843501603065e-05,1.0,2021-04-13,Lagos,12.717350408209771,-10.194566226871837,-2.9956580383282816,0.9798567700958665,-0.1997015525660636,False,train
-1.2232074013805216,1,0.0505207077054078,0.8442906574394463,3.834333438528736e-05,1.0,2021-04-20,Lagos,10.312696624314936,-10.168929855289344,-2.9853719731773816,0.9487718864399473,-0.31596187665790293,False,train
-1.5086010356574868,1,0.0439040939211306,0.9411764705882352,3.1080600682921806e-05,0.972318339100346,2021-04-27,Lagos,15.775455124332982,-10.378926705659255,-3.1257477076424256,0.9039461929224011,-0.42764620926777464,False,train
-1.407089929586563,1,0.0439204747034354,0.9134948096885812,3.1935904316129804e-05,1.0,2021-05-04,Lagos,17.210751699429615,-10.351779653952878,-3.125374673473256,0.8460288880917339,-0.533137056031809,False,train
-1.5476456308373765,1,0.0412550074072638,0.9134948096885812,3.1897728918651285e-05,0.9965397923875432,2021-05-11,Lagos,26.64491199988303,-10.35297574448056,-3.1879827818775786,0.7758587728069828,-0.6309066211876704,False,train
-1.5446565511998178,1,0.0383798360417562,0.9930795847750864,2.710481435001204e-05,0.9792387543252596,2021-05-18,Lagos,18.127295962328144,-10.515799194564783,-3.260223060382625,0.6944521021088763,-0.719538934232584,False,train
-1.3986236957789118,1,0.0429328414560297,0.9896193771626296,3.3480291759765346e-05,0.9896193771626296,2021-05-25,Lagos,30.86830458149055,-10.304553597931587,-3.1481182108151176,0.6029878670694714,-0.7977503570459932,False,train
-1.4132776987081228,1,0.0413623304453448,0.9238754325259516,2.7387780439589436e-05,0.9342560553633218,2021-06-01,Lagos,26.94220812561321,-10.50541361340221,-3.185384704978957,0.5027907197793043,-0.8644081744776648,False,train
-1.4195900168721165,1,0.0419166777832355,0.8477508650519031,3.6459708961250944e-05,0.9965397923875432,2021-06-08,Lagos,26.937725172172236,-10.219302771157823,-3.1720714934640197,0.3953117887649151,-0.9185469991587165,False,train
-1.4444833484777793,1,0.0406891316467291,0.9307958477508652,3.573258907787222e-05,1.0,2021-06-15,Lagos,93.0345786105942,-10.23944742625721,-3.2017942579008722,0.2821076626819194,-0.9593827529490743,False,train
-1.3174418029213446,1,0.0430880600873429,0.9584775086505192,3.2166392904993334e-05,0.9653979238754326,2021-06-22,Lagos,69.24755683290165,-10.344588349049255,-3.1445093483877127,0.16481784665719793,-0.9863240225317866,False,train
-1.047575823298177,1,0.0399188330302946,0.9896193771626296,2.61953424484447e-05,0.9965397923875432,2021-06-29,Lagos,59.33276419579768,-10.549928932143363,-3.2209070606742087,0.04514101777397193,-0.9989806246941579,False,train
-0.4139124909839509,1,0.043311416750386,0.9965397923875432,2.1500588861914455e-05,0.9757785467128028,2021-07-06,Lagos,24.497748154901732,-10.747430234279474,-3.1393390124368707,-0.07518957641475855,-0.9971692572470178,False,train
-0.3368393083269116,1,0.0445942007405251,1.0,2.234770942805546e-05,0.916955017301038,2021-07-13,Lagos,94.15054403295706,-10.708786728597262,-3.1101514566498705,-0.19443122004766195,-0.9809161537413774,False,train
-0.2881156393667186,1,0.0459880763310024,1.0,1.9724545835932903e-05,1.0,2021-07-20,Lagos,12.09177507955793,-10.833646716291687,-3.0793731262894113,-0.3108569682435036,-0.9504567035349151,False,train
0.2636898436498805,1,0.0584106129136905,1.0,2.345590673128741e-05,0.986159169550173,2021-07-27,Lagos,15.529053239720389,-10.660388208594362,-2.840257677684331,-0.4227806579826773,-0.9062320427107697,False,train
-0.4999809035261672,1,0.053123222048285,0.8546712802768166,2.5325910961643252e-05,0.726643598615917,2021-08-03,Lagos,57.68464648301848,-10.583682537631715,-2.935141119624,-0.5285813283559292,-0.8488826652214553,False,train
