aer_ai_mean,aer_ai_valid_frac,co_mean,co_valid_frac,no2_mean,no2_valid_frac,period_start,city,precip_mm
0.3561492912417342,1,0.0657017709639352,0.6539792387543253,4.331404850718429e-05,1.0,2019-01-01,Lagos,0.5811868224183858
0.6984162115551672,1,0.0755386324260707,0.8927335640138409,4.6690267999175656e-05,1.0,2019-01-08,Lagos,3.1329685345119946
-0.2833983985133655,1,0.0658137078710653,0.9100346020761244,4.198210745499142e-05,1.0,2019-01-15,Lagos,17.870210901973724
-0.4078171751322265,1,0.06862065948299,0.916955017301038,4.030601178357959e-05,1.0,2019-01-22,Lagos,25.404593224863138
-0.0419488743873636,1,0.0652675362136615,1.0,3.751985035888853e-05,1.0,2019-01-29,Lagos,30.80299846440305
-0.0382087281242423,1,0.0672282618782465,0.9653979238754326,4.638290100142627e-05,1.0,2019-02-05,Lagos,6.983050891768342
1.355985573866847,1,0.0814910374916568,1.0,5.045652455991816e-05,1.0,2019-02-12,Lagos,3.9795420330183844
0.0777965077487787,1,0.0670382173879238,0.9584775086505192,4.0649541678448634e-05,1.0,2019-02-19,Lagos,32.63823211249294
-0.7015411373666497,1,0.0616184827434061,0.754325259515571,4.049181501444347e-05,1.0,2019-02-26,Lagos,36.59137282356961
-0.3133546564152409,1,0.0590555000701498,1.0,3.2249947800984726e-05,1.0,2019-03-05,Lagos,24.32063015890077
0.0089553218090892,1,0.0553822784724711,1.0,3.316170332046969e-05,0.9826989619377162,2019-03-12,Lagos,21.81900364770109
-0.1658297170678366,1,0.0552357527210139,1.0,3.6812048515879125e-05,1.0,2019-03-19,Lagos,21.75364152428137
-0.0065332965419053,1,0.0543645920287083,1.0,3.8115521140093715e-05,1.0,2019-03-26,Lagos,13.55357686236647
-0.2393252190777338,1,0.0524516998743379,1.0,3.0428298396293207e-05,0.9896193771626296,2019-04-02,Lagos,22.1082121536145
-0.5424559155886948,1,0.0523870491161384,0.9653979238754326,2.6153483584752458e-05,0.9688581314878892,2019-04-09,Lagos,34.50028989219762
0.1594798929018375,1,0.0483585027404008,1.0,2.3135198711024172e-05,0.9653979238754326,2019-04-16,Lagos,22.34242151044212
-0.645606391780388,1,0.0466022613272694,1.0,3.1938844881328424e-05,0.986159169550173,2019-04-23,Lagos,41.16875345633801
-0.4976757218681787,1,0.0457886586787195,0.9619377162629758,2.3266787697302466e-05,1.0,2019-04-30,Lagos,39.66425259865398
-0.6971098781537542,1,0.0417210113297317,1.0,2.8030476976396657e-05,0.9896193771626296,2019-05-07,Lagos,23.28829388198692
-1.0837993892320967,1,0.0402793354701851,0.9480968858131488,2.5481898455748e-05,1.0,2019-05-14,Lagos,54.750287044038174
-0.9516013365676383,1,0.0430739930849087,0.8339100346020761,3.1980086113082006e-05,0.9826989619377162,2019-05-21,Lagos,49.6343784039882
-1.102454923335887,1,0.0389577733084597,0.916955017301038,1.995216192480228e-05,0.9377162629757786,2019-05-28,Lagos,60.33148931611023
-1.006645813558895,1,0.0373916519557854,0.6920415224913494,2.4335690299819513e-05,0.5155709342560554,2019-06-04,Lagos,60.41434605520962
-0.7741124513751177,1,0.0426930072423564,1.0,2.3465182066506785e-05,0.9550173010380624,2019-06-11,Lagos,56.378051315952895
-0.8941072086882625,1,0.0422878598562577,0.8719723183391004,2.6330922011324345e-05,0.9896193771626296,2019-06-18,Lagos,37.37841566744359
-0.8928680732362912,1,0.0435597777096353,0.9584775086505192,2.2478545396838664e-05,0.7958477508650519,2019-06-25,Lagos,128.64245755786814
-0.6924703560442671,1,0.0412325261082914,0.9930795847750864,1.835977707825618e-05,0.8235294117647058,2019-07-02,Lagos,31.662415296238805
-0.7516366637188339,1,0.0538241375000645,0.8546712802768166,2.453745015267664e-05,0.8719723183391004,2019-07-09,Lagos,104.37027620157495
-1.122023506644388,1,0.0447931353350612,0.9377162629757786,2.4283682392515817e-05,0.916955017301038,2019-07-16,Lagos,38.94186099594207
-1.0067920089347109,1,0.0408001390807305,0.9930795847750864,1.7316222480288293e-05,0.5951557093425606,2019-07-23,Lagos,54.0652093433204
-0.536075357750185,1,0.0444872941553919,1.0,2.0250940370601013e-05,0.8615916955017301,2019-07-30,Lagos,37.55808611991087
-0.8299242424255624,1,0.0434668942219348,1.0,1.6549470929200814e-05,0.9515570934256056,2019-08-06,Lagos,36.34788561817693
-1.1251283589100831,1,0.0400955642809012,1.0,1.6073365811605674e-05,0.7993079584775087,2019-08-13,Lagos,35.34161682378815
-0.5419579744034317,1,0.0488026323755834,1.0,2.0159140551852283e-05,0.6782006920415224,2019-08-20,Lagos,64.5323382969138
-1.2358079096799002,1,0.0436359717987236,1.0,2.026860119206024e-05,0.7993079584775087,2019-08-27,Lagos,49.827272577779524
-1.2205888850771476,1,0.0402900172995903,1.0,1.8731874537494265e-05,0.6539792387543253,2019-09-03,Lagos,71.8636963085586
-0.9903218078700048,1,0.0383839282462872,0.9653979238754326,2.364305665010872e-05,0.8996539792387543,2019-09-10,Lagos,55.11624307781101
-1.1735540498403236,1,0.0368679198559247,1.0,2.5648794861850655e-05,0.9238754325259516,2019-09-17,Lagos,57.08310170695343
-0.9159025755615876,1,0.0370071068442166,0.9134948096885812,2.4550327878144025e-05,0.9377162629757786,2019-09-24,Lagos,41.503257454492285
-1.1482764551978055,1,0.0392319435392742,0.8719723183391004,2.325633989003077e-05,0.8235294117647058,2019-10-01,Lagos,115.41515019233461
-1.1716365297744695,1,0.0380500392689899,0.9896193771626296,2.1777639499497236e-05,0.9204152249134948,2019-10-08,Lagos,131.39847137308178
-1.124533674967065,1,0.0363623076050168,0.9653979238754326,2.462316274467794e-05,0.986159169550173,2019-10-15,Lagos,112.08107002227185
-1.311329242756457,1,0.0368556646254432,0.8027681660899654,2.686399137890715e-05,0.9792387543252596,2019-10-22,Lagos,89.84184955100986
-1.4871490089441748,1,0.0374076231371825,1.0,2.2017194349051883e-05,0.9930795847750864,2019-10-29,Lagos,43.90715035707301
-1.244426602542257,1,0.0410634920864038,1.0,2.441286343318644e-05,0.9619377162629758,2019-11-05,Lagos,23.350471625290652
-1.0934904670334065,1,0.0446459807418265,0.986159169550173,3.577026172253118e-05,1.0,2019-11-12,Lagos,22.227940714378043
-0.998570380586993,1,0.0438756539999222,0.9134948096885812,3.540066345590989e-05,1.0,2019-11-19,Lagos,10.546472168525435
-1.226289794751931,1,0.0471855207033918,0.8269896193771626,3.571648202846738e-05,1.0,2019-11-26,Lagos,7.726678584189506
-1.0975517505165713,1,0.0498377319632308,0.8685121107266436,3.7710865930083846e-05,0.9826989619377162,2019-12-03,Lagos,14.348560483943956
-0.8040392863537826,1,0.054023033181749,0.8546712802768166,4.112596111407039e-05,1.0,2019-12-10,Lagos,10.505576300388753
-0.4406823223037703,1,0.0558153543888571,0.944636678200692,4.500653087148e-05,1.0,2019-12-17,Lagos,2.760183084242498
-0.3456720295681947,1,0.0572411823499765,0.6920415224913494,4.367354610137294e-05,1.0,2019-12-24,Lagos,0.016183103816046412
-0.0347774377948988,1,0.0586125536536283,0.9550173010380624,3.842946769663329e-05,1.0,2019-12-31,Lagos,0.010855568482553861
0.7037085338387966,1,0.0720378580120476,0.8961937716262975,4.4170473100659227e-05,1.0,2020-01-07,Lagos,3.806828701133579
0.60811260863348,1,0.0690641520056465,0.9757785467128028,4.4507971863432226e-05,1.0,2020-01-14,Lagos,0.5947542403540356
0.921374885115726,1,0.0746700489795978,0.9273356401384084,5.6981203852734655e-05,1.0,2020-01-21,Lagos,0.07689591986598937
0.5154584164112195,1,0.0871591634553849,0.8788927335640139,5.105091286921822e-05,1.0,2020-01-28,Lagos,0.29794244330958203
0.6511429237407952,1,0.0937594505226342,0.9965397923875432,4.698009718098099e-05,1.0,2020-02-04,Lagos,1.9479109336016136
1.3670337334479326,1,0.0821602843228065,1.0,4.8797296274318664e-05,1.0,2020-02-11,Lagos,0.1625263782146583
0.5099635736469957,1,0.0721371438537499,1.0,4.750147232067752e-05,1.0,2020-02-18,Lagos,3.444126741245722
0.3482204253104226,1,0.077406986135511,1.0,4.6751690363871525e-05,1.0,2020-02-25,Lagos,21.714079075649746
-0.5218274286241233,1,0.0636386407617752,0.944636678200692,3.909027398266477e-05,1.0,2020-03-03,Lagos,42.05460733846158
-0.5344542981279885,1,0.0602746802543998,1.0,3.7418515499326006e-05,1.0,2020-03-10,Lagos,10.718241502233575
-0.2393322585552128,1,0.0682449977281421,1.0,3.94002308033575e-05,0.9930795847750864,2020-03-17,Lagos,13.137603929454269
-0.7675458663274989,1,0.0534047394665853,1.0,2.9821291399260385e-05,0.9930795847750864,2020-03-24,Lagos,17.622374548130963
-0.6816015805480585,1,0.0526972156116425,1.0,2.1534154243469933e-05,0.9757785467128028,2020-03-31,Lagos,3.956976505263046
-0.943985784498336,1,0.0476548235006159,1.0,1.5843015416674767e-05,1.0,2020-04-07,Lagos,12.371590878469966
-0.2560814021480565,1,0.0478850884539639,1.0,1.9243266721055688e-05,0.9826989619377162,2020-04-14,Lagos,29.51947026027992
-0.9566803478464038,1,0.0526998648037121,1.0,2.599742604334279e-05,1.0,2020-04-21,Lagos,25.075991032004513
-0.9671839209763744,1,0.0469371548733896,0.9273356401384084,2.420512089230163e-05,1.0,2020-04-28,Lagos,21.71479096218484
-0.6265122188093348,1,0.0458276545354486,1.0,2.147404916642639e-05,0.9896193771626296,2020-05-05,Lagos,44.96991891254378
-1.1196358097584758,1,0.0431529435563082,0.8477508650519031,2.4818991146626973e-05,0.9930795847750864,2020-05-12,Lagos,13.632170869334235
-1.0130396557655916,1,0.044213514919811,0.9930795847750864,1.869013083568037e-05,0.9896193771626296,2020-05-19,Lagos,54.447329571447334
-1.343764664556355,1,0.0433558070189852,0.9584775086505192,2.236213418968877e-05,0.9896193771626296,2020-05-26,Lagos,57.89325427824372
-1.0523846387935198,1,0.04190261795149,0.9584775086505192,2.8875471175698952e-05,0.9688581314878892,2020-06-02,Lagos,17.522429144601958
