aer_ai_mean,aer_ai_valid_frac,co_mean,co_valid_frac,no2_mean,no2_valid_frac,period_start,precip_mm,city
-1.3212130961496098,1,0.027121881149597068,0.9342560553633218,4.233788285075159e-05,0.9965397923875432,2019-01-01,20.8745542712794,Jakarta
-1.0373047484113618,1,0.03280721044615818,0.9411764705882353,5.281917683819923e-05,0.8719723183391004,2019-01-08,45.13933672442857,Jakarta
-1.1593188601015343,1,0.030039061412741427,0.6124567474048442,5.002308073795371e-05,0.6539792387543253,2019-01-15,71.86857760180374,Jakarta
-1.1090575913501624,1,0.027325303167764197,0.5121107266435986,3.5123630694636195e-05,0.3217993079584775,2019-01-22,132.20060636191084,Jakarta
-0.982857340855873,1,0.034223878085332414,0.7577854671280276,3.903508097275846e-05,0.8477508650519031,2019-01-29,61.73020106769839,Jakarta
-1.2100611994844226,1,0.031513706354622896,1.0,4.8294231099959036e-05,0.9238754325259516,2019-02-05,57.148561381371444,Jakarta
-1.2874226087898337,1,0.033060580800183384,0.9653979238754326,3.85759901155906e-05,0.8961937716262975,2019-02-12,59.72573406038451,Jakarta
-1.1181022089408106,1,0.033313485452541314,1.0,4.935966421124317e-05,0.903114186851211,2019-02-19,97.1504144465935,Jakarta
-1.2928031281715424,1,0.032748482497826095,1.0,4.8945629538370184e-05,0.9930795847750865,2019-02-26,60.189804072942685,Jakarta
-1.3188653118838234,1,0.032997593989675986,0.9238754325259516,4.4100379371815004e-05,0.8477508650519031,2019-03-05,71.76734997771464,Jakarta
-1.224950251924702,1,0.03139389065341229,0.8062283737024222,5.62281607262701e-05,0.7647058823529411,2019-03-12,44.29591683969309,Jakarta
-1.1637855635775802,1,0.02818149889902219,0.7612456747404844,5.026461175865438e-05,0.889273356401384,2019-03-19,58.73246576614145,Jakarta
-1.5390625634431552,1,0.030851842119764935,1.0,5.8944090686019346e-05,0.9342560553633218,2019-03-26,65.06455916610335,Jakarta
-1.3946009837379878,1,0.031064621538603402,0.986159169550173,5.964731299727343e-05,0.8927335640138409,2019-04-02,39.76681072980351,Jakarta
-1.3720986095852203,1,0.03131357083865292,0.7993079584775087,6.104131129292408e-05,0.9515570934256056,2019-04-09,33.54803758983036,Jakarta
-1.2738584871466783,1,0.03067436680031286,0.8719723183391004,4.925471599033398e-05,0.972318339100346,2019-04-16,76.59633867450258,Jakarta
-1.519618386971351,1,0.028913493074938255,0.9307958477508651,4.4180344537511646e-05,0.8477508650519031,2019-04-23,99.24664391325057,Jakarta
-1.229073470816155,1,0.028414913900556796,0.9826989619377162,4.148923942827515e-05,0.9273356401384083,2019-04-30,36.6769798873832,Jakarta
-1.5268339967060596,1,0.030864490785117157,0.8650519031141869,4.6264437252491494e-05,0.9307958477508651,2019-05-07,36.23848929602552,Jakarta
-1.5088663864279985,1,0.03325047261362489,0.9826989619377162,5.743145942555966e-05,0.9792387543252595,2019-05-14,51.43059834650727,Jakarta
-1.282866579570524,1,0.02966494118491169,0.7508650519031141,4.9174443339693184e-05,0.972318339100346,2019-05-21,0.7753511683796336,Jakarta
-1.433336141712111,1,0.03345110079044287,0.754325259515571,4.94138292685984e-05,0.9619377162629758,2019-05-28,52.837862382253725,Jakarta
-1.5517729334763277,1,0.032826461105540786,0.7197231833910035,4.302500828481337e-05,0.9965397923875432,2019-06-04,9.202847643227008,Jakarta
-1.4031314595979285,1,0.029964270568629423,0.8512110726643599,5.0132801023558505e-05,0.9480968858131488,2019-06-11,6.364306001948984,Jakarta
-1.3992799663808015,1,0.03385878588765102,0.7681660899653979,6.09758615552785e-05,1.0,2019-06-18,0.25009013678696057,Jakarta
-1.4722764285784866,1,0.03358398697704824,0.7854671280276817,5.7600849182728e-05,0.9965397923875432,2019-06-25,0.0,Jakarta
-1.3432204616820735,1,0.029528898056993262,0.9896193771626297,5.0007987899629774e-05,0.8961937716262975,2019-07-02,5.266377221804591,Jakarta
-1.436645877799247,1,0.031038401491786025,0.7820069204152249,4.313131477914234e-05,0.9826989619377162,2019-07-09,0.9961567912379301,Jakarta
-1.359354111506277,1,0.03357162222511775,0.7750865051903114,5.377983294039046e-05,1.0,2019-07-16,10.811796317356764,Jakarta
-1.2943071072959567,1,0.033585472812323214,0.7612456747404844,4.89647317307935e-05,1.0,2019-07-23,5.309383755455541,Jakarta
-1.2654203996040543,1,0.03470542258459354,0.726643598615917,5.95570596105728e-05,0.9930795847750865,2019-07-30,1.3678742624595814,Jakarta
-1.4117766699874932,1,0.03352726727924147,0.9342560553633218,5.053163601172492e-05,0.9411764705882353,2019-08-06,0.32575872238334014,Jakarta
-1.3336806001887926,1,0.03695067799957705,0.7439446366782007,5.078360914554182e-05,0.9930795847750865,2019-08-13,7.431076098287438,Jakarta
-1.2820126134556695,1,0.0375682731286799,0.7681660899653979,5.044527406624554e-05,0.972318339100346,2019-08-20,11.294090996984472,Jakarta
-1.5351458574079206,1,0.0397081169976492,0.8961937716262975,4.839727187909677e-05,0.9826989619377162,2019-08-27,8.585112380428825,Jakarta
-1.4135426471769545,1,0.03918710055690781,0.7750865051903114,5.125572089705093e-05,0.9688581314878892,2019-09-03,6.9316210998276535,Jakarta
-1.2329463457351912,1,0.04076531952881004,1.0,4.8919753337416086e-05,1.0,2019-09-10,0.919756490387305,Jakarta
-1.3397277535369265,1,0.04888042271066607,1.0,4.4039733098716176e-05,1.0,2019-09-17,0.1693291873889671,Jakarta
-1.1650082591942836,1,0.05772785191409778,1.0,4.5509974571111645e-05,0.9480968858131488,2019-09-24,18.128615121620076,Jakarta
-0.9810497954744145,1,0.04601368689080973,0.9965397923875432,6.192968115407926e-05,1.0,2019-10-01,1.3625038771095792,Jakarta
-1.223981145535707,1,0.0451995529904485,0.9930795847750865,6.916480525962801e-05,0.9653979238754326,2019-10-08,32.764102908112015,Jakarta
-1.472604400286639,1,0.041881683578855834,1.0,5.6132211580684705e-05,1.0,2019-10-15,11.841795972748278,Jakarta
-1.0219106879745312,1,0.04760836553197363,1.0,6.790232483782351e-05,1.0,2019-10-22,15.511944682659214,Jakarta
-1.3556276440170247,1,0.04699994468411073,1.0,5.659516623017445e-05,0.8858131487889274,2019-10-29,19.762325755700346,Jakarta
-1.6357988328084312,1,0.044968574572936806,1.0,6.212342033970074e-05,0.9930795847750865,2019-11-05,15.576128671975928,Jakarta
-1.2922273802303774,1,0.04486671874677741,1.0,6.454905806114265e-05,1.0,2019-11-12,36.9619159695181,Jakarta
-1.3762141601853866,1,0.04227240448341873,0.9930795847750865,5.691072963220901e-05,0.8408304498269896,2019-11-19,54.45366801471795,Jakarta
-1.5000405184286552,1,0.03977219486387093,1.0,5.183704864485194e-05,0.9100346020761245,2019-11-26,65.08921078290827,Jakarta
-1.520085325873329,1,0.03964921535343147,0.8408304498269896,6.252529509032829e-05,0.8304498269896193,2019-12-03,62.772670510584,Jakarta
-1.061620970425769,1,0.03810590090485619,0.9688581314878892,6.734879807175765e-05,0.8373702422145328,2019-12-10,66.05288999253354,Jakarta
-1.3811526227951867,1,0.03431360293926443,1.0,6.5993641118051e-05,0.889273356401384,2019-12-17,79.52953888864057,Jakarta
-1.6308182974030827,1,0.032576789841365604,0.8442906574394463,4.3155892772278064e-05,0.8062283737024222,2019-12-24,97.09178890864357,Jakarta
-1.1658192425031408,1,0.03225612429909628,0.8235294117647058,4.1333164227209243e-05,0.4913494809688581,2019-12-31,122.13564319543683,Jakarta
-1.2588936462938307,1,0.026443593108046864,0.8373702422145328,2.8747785771181877e-05,0.8269896193771626,2020-01-07,84.5046787361049,Jakarta
-1.6238880295050815,1,0.03290326717296571,1.0,4.2622957558925984e-05,0.8442906574394463,2020-01-14,33.742247950446774,Jakarta
-1.270863500253504,1,0.03245573173416963,0.8408304498269896,4.880549785488002e-05,0.7335640138408305,2020-01-21,93.88013279332094,Jakarta
-1.206204315772222,1,0.03253720540238156,0.972318339100346,3.849839799309404e-05,0.8788927335640139,2020-01-28,135.84294730128096,Jakarta
-1.5403337226769713,1,0.03690308403954834,0.8788927335640139,3.8818924928673955e-05,0.8166089965397924,2020-02-04,96.16969057891434,Jakarta
-1.4178230406810812,1,0.03389364541240908,0.9792387543252595,4.248082000582423e-05,0.8477508650519031,2020-02-11,71.66956627996535,Jakarta
-1.3800688326219603,1,0.03168724956559435,0.9377162629757786,2.9238327064865527e-05,0.5986159169550173,2020-02-18,157.55041836942604,Jakarta
-1.2396379285488492,1,0.034476434957281685,0.9896193771626297,4.011490524657661e-05,0.8858131487889274,2020-02-25,87.55457236833796,Jakarta
-1.465580126647286,1,0.03305105354505475,0.9100346020761245,3.459518392185745e-05,0.9619377162629758,2020-03-03,36.1408563868712,Jakarta
-1.3740333646779053,1,0.03686183253723856,0.8615916955017301,4.017451906966842e-05,0.7508650519031141,2020-03-10,65.37617514469362,Jakarta
-1.4341072198826232,1,0.03564569133181139,0.7647058823529411,4.333983080801957e-05,0.9411764705882353,2020-03-17,63.2723730930228,Jakarta
-1.758840314176173,1,0.03162149600313794,0.9965397923875432,4.07695726829702e-05,0.8754325259515571,2020-03-24,71.83516827110566,Jakarta
-1.2737765730463202,1,0.029478369576692687,0.8166089965397924,4.97884620653271e-05,0.8442906574394463,2020-03-31,67.80682691097955,Jakarta
-1.7784415586635294,1,0.029692863225080426,0.9342560553633218,3.6017246379028315e-05,0.9792387543252595,2020-04-07,65.1347713964566,Jakarta
-1.7622699927558163,1,0.030953181657228022,0.8339100346020761,3.6795685332449105e-05,0.9688581314878892,2020-04-14,30.19155207630405,Jakarta
-1.4912517333928716,1,0.030199393292226137,0.8062283737024222,3.2737710263810096e-05,0.9342560553633218,2020-04-21,76.77546968211897,Jakarta
-1.5016418691262616,1,0.031530130010997526,0.8581314878892734,2.6966640137517276e-05,0.7820069204152249,2020-04-28,61.93456300011484,Jakarta
-1.7158177027808708,1,0.030875290542387964,0.9065743944636678,3.0871506149768355e-05,0.9273356401384083,2020-05-05,75.75449964599675,Jakarta
-1.4871545831967372,1,0.03327509148941848,0.740484429065744,3.7852447010644906e-05,0.9653979238754326,2020-05-12,63.80740989160024,Jakarta
-1.7216921989877456,1,0.0301676169134039,0.7889273356401384,3.092824239044593e-05,0.9792387543252595,2020-05-19,64.30666151006457,Jakarta
-1.948868309419727,1,0.029712640582415784,0.7093425605536332,3.652896743744546e-05,0.9273356401384083,2020-05-26,48.41874793484483,Jakarta
-1.5665428052729047,1,0.031488775892958246,0.9377162629757786,4.03880298973733e-05,0.9757785467128027,2020-06-02,20.659231687758087,Jakarta
-1.61817659718256,1,0.03367076079105995,0.7958477508650519,4.174159246286025e-05,0.972318339100346,2020-06-09,17.966106693281883,Jakarta
-1.6429821245522442,1,0.029440362762280552,0.7958477508650519,4.407765321220396e-05,0.9757785467128027,2020-06-16,41.12018999300586,Jakarta
-1.6883040869206378,1,0.0341606588662333,0.7716262975778547,4.7278635452041576e-05,0.9342560553633218,2020-06-23,1.0830439505447065,Jakarta
-1.6026773156089726,1,0.03028759299589948,0.8442906574394463,4.160783917595913e-05,0.9653979238754326,2020-06-30,52.68796680017868,Jakarta
-1.8138183661961904,1,0.030485044923614632,0.972318339100346,3.99412947560009e-05,0.9446366782006921,2020-07-07,30.178563965854632,Jakarta
-1.6234576625692483,1,0.028861107364984172,0.8927335640138409,4.0385282555322375e-05,0.9411764705882353,2020-07-14,29.79664063111946,Jakarta
-1.7034017437318614,1,0.031974776283239394,0.9377162629757786,4.556183081242932e-05,0.986159169550173,2020-07-21,2.1478976060364636,Jakarta
-1.8921386039842985,1,0.0338077245447497,0.71280276816609,4.9113677093414155e-05,1.0,2020-07-28,0.009791432618743937,Jakarta
-1.7488762325676364,1,0.03400983585461096,0.7923875432525952,3.8030689590290686e-05,0.9307958477508651,2020-08-04,5.201575793544975,Jakarta
-1.5777399429190577,1,0.029962106458148386,0.9377162629757786,3.534505566830778e-05,0.7923875432525952,2020-08-11,104.45442981748458,Jakarta
-1.871689946984514,1,0.03064569638582526,0.9930795847750865,3.9011786634641556e-05,0.986159169550173,2020-08-18,5.661908667901379,Jakarta
-1.7013135157676396,1,0.03195011349178723,0.9757785467128027,4.245413030645339e-05,1.0,2020-08-25,0.28625700650877917,Jakarta
-1.6115696386257339,1,0.031249493911429872,1.0,4.605890265565608e-05,0.9550173010380623,2020-09-01,22.637990007580076,Jakarta
-1.7094067508601698,1,0.034517232820997515,0.9619377162629758,4.426948430545615e-05,0.9550173010380623,2020-09-08,24.29094339382054,Jakarta
-1.7655795627028381,1,0.036370140509280245,0.986159169550173,4.076213845481633e-05,1.0,2020-09-15,122.13621725975214,Jakarta
-1.8234316055078448,1,0.034295962334768136,0.9930795847750865,4.5480501888318826e-05,0.9792387543252595,2020-09-22,84.15403395401017,Jakarta
-1.696928261175951,1,0.03175549838446992,1.0,4.3134491787296545e-05,1.0,2020-09-29,33.94659452393489,Jakarta
-1.5979160344213323,1,0.03557481820187604,1.0,4.587926406427619e-05,0.8788927335640139,2020-10-06,80.61393903239053,Jakarta
-1.558018173877688,1,0.0355742562350016,0.986159169550173,4.694770494727105e-05,0.8961937716262975,2020-10-13,36.217760049427156,Jakarta
-1.426676224204485,1,0.03298265567551756,0.9411764705882353,4.632506138400848e-05,0.6332179930795848,2020-10-20,71.923683576739,Jakarta
-1.4915704751282932,1,0.0359566954131917,0.9480968858131488,4.296797615362616e-05,0.8477508650519031,2020-10-27,61.46691807547835,Jakarta
-1.641525519227281,1,0.03493464214724384,0.889273356401384,5.125585390808806e-05,0.9204152249134948,2020-11-03,64.96935867569294,Jakarta
-1.4427273538034793,1,0.03452647140200942,1.0,5.3623681359456653e-05,0.986159169550173,2020-11-10,36.831470314254936,Jakarta
-1.6182923189810874,1,0.035105194232177284,0.8858131487889274,4.268922945117314e-05,0.8754325259515571,2020-11-17,89.96016933046268,Jakarta
